stem,split,date,site,sha256,pixel_sha256,block,annotators,group,fold,role
20140806195834Ch,train,2014-08-06 19:58:34,Ch,d72fa9f62ddf4222615c567dadd8972c07a245eccae968eb3472235722d1644e,24c5fc29b202101d7d3b343cbde728d788fff8c239585d96a7cdd847187f6529,62,2,62,3,train
20140807195854Bh,train,2014-08-07 19:58:54,Bh,996811ba06aee6e303188960244ee09f64450793d8f69799cb1902548387c6de,e348537c7fc7689e9b4079e0cbeec6293069abef18c42ae4e6b7f566b1b556d8,62,2,62,3,train
20140813064254Uh,train,2014-08-13 06:42:54,Uh,3d53011a08ae38073898cdd046b6b08cc85f1a9596b4e841f4742b6cc2c9d353,4f66382779925dae9964646d7ea528fd272c696c4945deffe9bee49be7154036,62,2,62,3,train
20140814195854Bh,train,2014-08-14 19:58:54,Bh,45f947d1e3433ea4209a067d6573b7e7a53a2a4a4b50503b1c1ad5951f0b6b62,0d27b121655a5af00d94cd420a156ad9e49f49ad34805fe65f73f2d726fdc064,62,1,62,3,train
20140816072814Th,train,2014-08-16 07:28:14,Th,c5da293e004150df942168a9215feffd63b9e00e555dc92418bb7eecc30bb76c,9ba61f352e0b5cdde494c6aabddf7660fe6690d60a0437a115f6b4cdfdb5e321,62,1,62,3,train
20140817195834Ch,train,2014-08-17 19:58:34,Ch,75ae9c2e3a9e833508f9396204a5c496636f33d93ba131ac3a0a28afe81030d2,dee9deb30ca764269f8f02fa24c549f7b249d6a0f6d74ca3da293555499a78dd,62,1,62,3,train
20140818195814Mh,train,2014-08-18 19:58:14,Mh,0b16417c5099268e654cda3992f2aacaf802979d295596159b3825cc85f825e3,754d12688a7829e93ac2d8ce40cfb47ccec85c825aa846a209b217a16d92bddc,62,1,62,3,train
20140821195834Ch,train,2014-08-21 19:58:34,Ch,71d70f20464b19a4b175accfcae0ef93ea5d50f48dddcb6ef0966f78e6b00dab,9667c1d3a99de13b1d8e639dbfd732b2a0d84600b85c8588819ea159dc6f9c02,62,1,62,3,train
20140903073614Th,train,2014-09-03 07:36:14,Th,5858add0aa1843391b730f05b59303540768b29c01c1660b74547398e2bd8999,d3e13be56c497800bb08d1e24f53da1feeceaf6898b3a0420a74ae8f95c55a95,63,1,63,1,train
20140904195814Mh,train,2014-09-04 19:58:14,Mh,083cf445483c6f549da3b6d876fd98aebdafb733b40dfa6b7d6647f5f8cf59a8,177c657e0dcad028c6825fef7ccf39c2f4763d085743851ba27bf6359ad64fb9,63,1,63,1,train
20140908175354Bh,train,2014-09-08 17:53:54,Bh,3cd41dc60f05f5c69b84fa0b6933f3c6a039ce943233dd4642ecbd0db9e48498,71dd9990710a84ab82356bfd0360e39d9b224ee092f77df4fdf7e2943e2cf3c3,63,1,63,1,train
20140908231334Lh,train,2014-09-08 23:13:34,Lh,db1fe2c415d81e580f2ab81339439063c1649d0779a88d699a78bc27d766747a,b4bdd5245f428839721d7b614bc766fab7c8a2877ecbcc3be20c797a0ef8d577,63,1,63,1,train
20140918195854Bh,train,2014-09-18 19:58:54,Bh,fa89929ba97569157d69be58ef1d16ff5cee2bd2391fcfba2db25171901e8a4b,df78a8ef29c85bfdbbabc6701cd307f4d47918759b44691fd8311b20d421b3d2,63,1,63,1,train
20140921195854Bh,train,2014-09-21 19:58:54,Bh,6c33e7becb97e1bec880e1e8c655678d670fef9fb63ca97b140abc57c10f7102,c3b4fdbdd1317339d3d43596a946688af9666caab9c85ba941217a5aa013c40d,63,1,63,1,train
20140922195854Bh,train,2014-09-22 19:58:54,Bh,34c9815e5bd5e83a42dc983c9614034e40514d4430a6ce32e402fa7aad9c35a3,85906855bc0aa8332094ef65dae9f676c358759154a5b2a366331785aa8e5951,63,1,63,1,train
20140927014554Uh,train,2014-09-27 01:45:54,Uh,1c768c04d9fddbc525b3ee7fb6e4ad675eaeac4262ea4e464c920da37390c97f,95ec797e32c3c0298356d04d089a9defce22f1aa47dff725a7def22024a94d44,64,1,64,4,train
20141001195834Ch,train,2014-10-01 19:58:34,Ch,c1de9e3a020bfcbbb7af5c891ea073c8d4d021b89f25c8093dd5b04bc7071db7,271d4ad49ec058768c8796d2a765007c2fb6bccd35748ca8874cc6949c16046d,64,1,64,4,train
20141004075414Th,train,2014-10-04 07:54:14,Th,1d9165c6578c14da36c8ac636a479e2c73ea52444db735dca1c4c6d1daca4edc,f85295cb9bd2bc283c1503bb5aa79e44b82829a29f2eea585a79daed38a2e843,64,2,64,4,train
20141006224634Lh,train,2014-10-06 22:46:34,Lh,e940d1925a84c9b4fa3e94622080d3fbda70801f3b5c79aaeaeea4df3abac534,6fee4d72541830e6e52a9b5a41f395018a6994d615ccb2c0ba314485263b79f4,64,3,64,4,train
20141007224934Lh,train,2014-10-07 22:49:34,Lh,a7d5e300d5e0e9f88b4f2bdf88c8c9cf66f7ee826f85c6754f686f5486a7faca,c04c11cd0a1ef3ef22a13ea32e2fa8dc133d4285612c41b164295cd195a423f0,64,1,64,4,train
20141009023454Uh,train,2014-10-09 02:34:54,Uh,5d0158acb24d8f31d6aadf29775dc8aa616557dc3cd808fe001b41e23883c65c,0f154366dea43421133d179f0397ad5fe064e38b3d96eb5d292d517eed4b39d5,64,1,64,4,train
20141010195834Ch,train,2014-10-10 19:58:34,Ch,50406f2efa160bfc86e344896f2ddc1004fe775bff2917503d908310cb4c7f20,49c038e9844184f3e3368dbf26f4b6978818e268cd7ff16696907395f4d2e2a9,64,1,64,4,train
20141012015654Uh,train,2014-10-12 01:56:54,Uh,8bcbfb3afd40df1398404295f66ee678dee93df6322f426144f7cf6403e49936,d83efc6e9d57b2235b04dd67fe27a1720d78f2ff56d23186f70e0423264bfd8a,64,3,64,4,train
20141012195854Bh,train,2014-10-12 19:58:54,Bh,c641bb04d935b93d477be06510d52aaedbd25ef696efee879f91d6e88fcb4994,46b77c151f50e5b82862d6c6dc0b2a3d3e1c7c316506a6e1c24e0f35b0358a69,64,1,64,4,train
20141013195834Ch,train,2014-10-13 19:58:34,Ch,ba1ffa532fb27170951de4ef3a5702ccb417521ddd3df9938e9b060f4e3619d9,3806515137897a5ae6f43526650c8525e86dcd5a5f1f17e6dd17cf23c0474ea0,64,2,64,4,train
20141013195854Bh,train,2014-10-13 19:58:54,Bh,69828186a4318145b47235be017ab67bd7cb3c82ee3027e5a3c46143f6913501,30e27dade3bdf9e1e9309aa7e085e018700a7c0dffff7ae0b1eeb2f6278613a8,64,1,64,4,train
20141016022554Uh,train,2014-10-16 02:25:54,Uh,074227076ff66601c944d0a6fb62cfdd4a8aaa05b91bb7c03fd1649daf40833d,e506d87716ae87aa19fa0e0e0601e75ce8f79295686972c7464976f18cbc451d,64,3,64,4,train
20141016195834Ch,train,2014-10-16 19:58:34,Ch,2d3f491ffcd749656e7b2c164481d7b19fa06e2b072feea7c6c2212fc26e9c7e,3a028b1790a2fb8a1f41d1390a010b5a92eb331d21702eddc942a440cd4453b7,64,3,64,4,train
20141022223334Lh,train,2014-10-22 22:33:34,Lh,b15b13089b6aa3b95c1353c69c1c3c6cf5c38c106e6f4da75c2c81ce9fdb0304,8c8db1c2026fac2bfdd2d47223c52f388e463e9332d377641c9eb1ba14e7f036,65,1,65,0,train
20141024195834Ch,train,2014-10-24 19:58:34,Ch,13184c45ba4832043f42cf1c885f487a1369d84338efaf6df59cb65a99f9bd95,505c7a48cd706daedf78770409ba18ac88102342befc10921f40b2f36a6d5088,65,1,65,0,train
20141025031154Uh,train,2014-10-25 03:11:54,Uh,c38b6487479678fc17570541417f5ab3632561b08960157ad0cb01d3f6a29dc1,bd1fd235b1635df23d9a4346312831ab1830c7cba117fb8422178b8e5b507ed2,65,1,65,0,train
20141026024454Uh,train,2014-10-26 02:44:54,Uh,0402cbe1042b01c41267158abbed602a7913945d26651b5dddc76c29bbcd85f7,784da2bf22089df0db525b3f10da2bcc330d4739a6d95c97b9befeecc9bd2b5f,65,1,65,0,train
20141027025054Uh,train,2014-10-27 02:50:54,Uh,c1c4a090f0aec8e3fa7c62b9af65630be5b81686f94658affc8c100cc97200dd,4cbe3d2b8ad4492bfe66e701f2e2760b17cfbcbca706ffd91dee1523853d58d2,65,2,65,0,train
20141027224834Lh,train,2014-10-27 22:48:34,Lh,698d70b93a78391e3be165c6c509bc07de1d8d7e24937946e2dcd4adc4a9b99e,119eba1648b8f691d9eff3cf62c691e85bbf4d7b3171a1798812804774ebe457,65,2,65,0,train
20141105195814Mh,train,2014-11-05 19:58:14,Mh,3b626f823f70daf5d7b4d9473adbc5b4df74aabd324e4f820dc9a13a6d813f9a,677e834d9f71f8ea3e164378edc4b054b922d93fe06288fe4c266d4b8d8c6d33,65,2,65,0,train
20141106195854Bh,train,2014-11-06 19:58:54,Bh,2cdf44b7ac572bff255d73fd838730220d18509d2eef5dd49516c47309dc704b,d8eca6e4749d0d814eb4d02f6a820d8091a5bcb1584c090f7eccd85f15b8eebf,65,3,65,0,train
20141112195854Bh,train,2014-11-12 19:58:54,Bh,8a087cd8ea453d10615a5e28dadea5fbdf6942e50ef477564102c24da697893c,09c17b60ebd8e6ec291c492d8ff1f60e5cb5b38995874f01bde11e7056cc166c,65,3,65,0,train
20141116222234Lh,train,2014-11-16 22:22:34,Lh,31c25ef337f798cab9ffc855df66c8a9080ec4d6297a80c0c235bbc385c6746c,ee89e5513c21877fefacb31a7ebb8f8da6ed389900514d3c1d5edd5d27db9d10,65,1,65,0,train
20141129222134Lh,train,2014-11-29 22:21:34,Lh,ecc72eec6050ca3e0dd2ae6c025e955bffbc026af90509c368a26e19f4e4aca8,fb9ce51bb5158f377adaa7217344c7f4f9dc43c4f589b900d2c13a96bb0a1a3c,66,2,66,0,train
20141210201814Mh,train,2014-12-10 20:18:14,Mh,0d7f47f14a292dbb3cb40569ea83e746d58a294c4f24de2f9f2066c719ccfd7b,6e8d3f26962d2201ec38c6dc7ec96599b4a28820e440e898de2900f55263233d,66,2,66,0,train
20141214201834Ch,train,2014-12-14 20:18:34,Ch,e9aae274cf6f34eec92a340fc1a5b88c8a1769429ee3a5931e738b61054abe38,7f98317c1cb714b0aa9d28efe85a4ba641e1a53c6de15e2d389156ab593a07df,66,3,66,0,train
20141216222634Lh,train,2014-12-16 22:26:34,Lh,0d82c497b2179e8daac4a7792aba0ae27dbeef8e72eab3e3b5caf24c2960f04a,9136f61de6d9a0eef2e0aff217696784e541ba3762f65074466e6880b06839ff,67,3,67,4,train
20141225024354Uh,train,2014-12-25 02:43:54,Uh,4d9fbd3ceafdee33c32bb2de77ca36283995c825007adf3eba22826c654d7deb,b4184273fdc0670002f9337f4bcd87b0eb7104e4877083e53eb5fcfc148475a8,67,2,67,4,train
20141225172214Mh,train,2014-12-25 17:22:14,Mh,b1fed4e4078d59f905221a7e63e113e0e943f98f40a6303c673f433a643cab26,e56807dd4fec472f5d08eddaef42e8251a78f7de932f96762df21a16cbbca949,67,1,67,4,train
20150112081954Uh,train,2015-01-12 08:19:54,Uh,272b0ab009a85ca4dab92446b740da10e18c69c94cf4e9ee0888187357dad8b8,7ada8277ad53aa378998789f2a446d1af765c1ee3ea156fdcb3f330072c270e3,68,3,68,3,train
20150113105034Ch,train,2015-01-13 10:50:34,Ch,4ee4de9c3abc7ed3e9eea15b1921a7c951472420ff2426a21d419a11ec1088f5,87362f2bd41067aa8f2d17eac8b006ff345b8a877a347a1abae59ae957c4111d,68,3,68,3,train
20150113155654Bh,train,2015-01-13 15:56:54,Bh,41402e0bb8946b9bddbdc4494f3f9d5b61693e52091b9ffca51215584853cba4,44d369f6b8ad6d348cd01149360af599f09bfc26f8a7f3fcc1f851d8a088c6d0,68,1,68,3,train
20150116082034Lh,train,2015-01-16 08:20:34,Lh,08793d9d88384562200c397cb8150f7ab1ed70d6c0b19c6a8c79d04531e93fe8,d9872cbf98aeeda486e9f895d3836b1a93a1f3086ad13f358351ac6826e1f897,68,3,68,3,train
20150119082034Lh,train,2015-01-19 08:20:34,Lh,f7790404828f950e89ef20f2959b9fb2011bb56734f5040582b4e6e42c5d0490,ce12d9293ef86612ce275d5eb0f36cae06cf9323d1067f49e6de8be0e73feec9,68,1,68,3,train
20150125172714Mh,train,2015-01-25 17:27:14,Mh,61351c96ab1f3da526d42feb185f78a8e5861e5618a88034118cfea97f22f8a3,3ae031166a8041c064ff85683dfb960cbb8aea520745f96eb6541723b8b48784,68,3,68,3,train
20150130084914Th,train,2015-01-30 08:49:14,Th,ef7e4a579300ba6bea9b094875c16a7d129f5a52af9cc41d47155e306738ce23,f90595c2a633c7219764bbb77aa5cc06158e7d117a4a3291d007d466382f8579,68,1,68,3,train
20150203084714Th,train,2015-02-03 08:47:14,Th,10c17ecf5309f70426ab5357359c6555921c8de9381993e30d4e1a1f88d4470c,c98d73717027b0eee1dafa020940a42890ea4f05ecca8ad6f48cda19c166d388,68,1,68,3,train
20150207084414Th,train,2015-02-07 08:44:14,Th,0c3a6e3bd6516b3eb37f658af7ba18207f4d15238bb3ec1b21b884a132cc8340,7b2146288a9f69b70d1e93f648c75a3c1ee08a4bf575bf37afeebca746cd3cf2,69,1,69,0,train
20150216171714Mh,train,2015-02-16 17:17:14,Mh,85d71427d06d3410796d22481ec91303f67b2cb7e2e82de54be99ec33e14d959,39dcafbe88968c821a87687035850eaca77c501295deade0bed39efacf271e5e,69,3,69,0,train
20150221155154Bh,train,2015-02-21 15:51:54,Bh,8960ff6b5d29efadf301eaf2688c631a5cf1d777757b8b8ea177d9b7a8c25cd0,f6971dcfe1238e16db97473c294202e92040fb04afc0fe1f12862aca7886db22,69,3,69,0,train
20150222090014Th,train,2015-02-22 09:00:14,Th,b34244770f9e2a24005882285a7e22055784e764e6e4139a7f00d965667d2693,00508d1a30bd0e96dc92349e11178aa15fecaa60ecf7210171fc6539ef6147ae,69,1,69,0,train
20150222112034Ch,train,2015-02-22 11:20:34,Ch,efb7e708085110012b11070cbc84b0b567171c8bee58b6a81f7918da8cf492e1,252f41491c59bf7466876df287bd8f0b9529a7244e075740e26821f49d7494a7,69,1,69,0,train
20150225171114Mh,train,2015-02-25 17:11:14,Mh,26fbbf3d522423e0d9cbafd7352e2564acc63306ca3ee568fb296a1fef983e76,dc154e4f67925e7b6f75be7329a148cb9b1da28213d82c80b216eebdc27c296d,69,1,69,0,train
20150228082414Th,train,2015-02-28 08:24:14,Th,31d197c49e4de71c4f3368d96c24d2028e411fe571e01ad04fa0471ed031026c,6c746fd6e3c0166b00396fc42b135c8766378c20f3ebdbce44fd23c1277f0ccb,69,3,69,0,train
20150302082034Lh,train,2015-03-02 08:20:34,Lh,9304d53a3237d77f8dd3a6b8a62928ff3a229c85f05250bbaacce84e9074adf7,fed311ffcf7e5b4a1c257e774ebe0d5265ef86f2f53028a5e9000eb4bde78d59,69,1,69,0,train
20150305081954Uh,train,2015-03-05 08:19:54,Uh,0cb7bbc507bbc2b87246175015ee3b1de1225462a6b26159d1a257f400aae985,93842abe4ac422df513c5544bee7272f908aacd15f5df08d63c618608b393f04,69,1,69,0,train
20150308081954Uh,train,2015-03-08 08:19:54,Uh,529fd8bc50dcce892e3ce7db457340c43872ad3c00288092d53c14807e24a120,eef5edce22fae88c57af81e56d15001e6152ac62a2e1d15db921cc1677fabf1c,70,3,70,2,train
20150314081954Uh,train,2015-03-14 08:19:54,Uh,2b11e2d9e461c4cdbd1716bd51eee3db233513cf20b72763d1b767e9da09a291,36a81e0114b5c81d9002d642951440b9fd5782b457fe2d349d3d12494c7fafea,70,1,70,2,train
20150315082034Lh,train,2015-03-15 08:20:34,Lh,a1341bc98f12b8d8308ad3e3930eb46732307eb82fa4e834c36392f4af3becc7,4f304e9d98fe1ac5a13231e64ad8884d2646ac25b502eb673027ae1c5c943b72,70,1,70,2,train
20150323172814Mh,train,2015-03-23 17:28:14,Mh,e15c972248af2dcfe5c6ecf82e9d776418d79711547cbba3ed3d1453abf5c4f1,e08b7cdb274a003364a47d39af48b64396b9d5e0f58dde5a9c56e80c61e4ad58,70,1,70,2,train
20150324145954Bh,train,2015-03-24 14:59:54,Bh,cc92eb734ff82d496cb51dfdd1c0d62ef4453df8adbdda20c9edb5ac3ad3af84,144b78e842730e489886ff4b6363465f00696ac036d7b0b28c03d6326bdfbc73,70,1,70,2,train
20150325015554Uh,train,2015-03-25 01:55:54,Uh,b86e1a45e45a244662f7eafd288d2eba79bf1b15bb019e55e17734e23d4c2ecc,040970fe816d4e12cf6b2706ddda458abba0752cdd05b7097d4ffac95e172438,70,3,70,2,train
20150327145114Th,train,2015-03-27 14:51:14,Th,067fc3222cc255a426c6481fc15b727058253fb9cd5b8785ae73598e3a5070e1,a261311e4a97830c1045ec118b91bb2182af0171f88a32c6cb19a96327e7ac72,70,1,70,2,train
20150330081954Uh,train,2015-03-30 08:19:54,Uh,1d48c9528304d2569828582536ab1a068d9cfd0a1b77210131eb84bd6925f0bc,4b8a9ef13599a407fe28fce0597b8700410f1fc9c9603538d0edbc97290bd9c5,70,2,70,2,train
20150409081954Uh,train,2015-04-09 08:19:54,Uh,418d35d359dd4efa45373f14cecc7efa591d647d8f678df1718ce19e3e3b9981,9ba702792747a4947af2b1a973ff1beae5d40a2cf7e877dc3e4fdc01993525cc,71,1,71,2,train
20150417082314Th,train,2015-04-17 08:23:14,Th,1d161ad50d1d60268cda7ee3be93d951d3739f6ef97b41d1f4fed8d8ebbdd5c1,6c8a01b7a2fbbabf26ad8c5615ce8cf7f6ca5e72dfb3605de744c0a2398f174d,71,1,71,2,train
20150421140454Bh,train,2015-04-21 14:04:54,Bh,cc588694f15ea5c70dc01c959c58be3f3c16f2d33c0865d20f9a7baecdc95fe0,9dbc2d89e7bd4736ebe735a9310bf3a40870399ba9c4f088ef16666f22feaae5,71,3,71,2,train
20150423120034Ch,train,2015-04-23 12:00:34,Ch,c3783ce7640dcd0e1b519044a367c8bf93502d4a14e38dc9bf0d7f45802518f2,3296d24e9bc1ede22f591ae5bec52a7094321274ac710262d82d232bd358f088,71,3,71,2,train
20150427162314Mh,train,2015-04-27 16:23:14,Mh,20e83586524a3f244d8fdfed05234966eb02de6ab8424f3c37280071d96dd089,ada77f8c55a75d05b855f4ba2d3fa59931b668afcabebc23b6358877d6071661,71,3,71,2,train
20150501120634Ch,train,2015-05-01 12:06:34,Ch,f41486a75786c55adb9421f781264d0f3b6d536b660e45f005c9e151a9112628,2f39b8ded0d4e1ca87dff7c94783d43870024d956c8a398c0588a98acaa7909c,72,1,72,0,train
20150518145654Bh,train,2015-05-18 14:56:54,Bh,5606f56cf65571056e2501fd9890a33a06b614f8993ddb6809216e03ba627356,7499f148d9e3fef1ae79c484b669acb6deb96f7d58000e6dfb2cd2567c30b584,72,2,72,0,train
20150527082014Th,train,2015-05-27 08:20:14,Th,db5abf47253d558228cf3e5a84109e70a18370a3641469e41ca37b1799859226,794e3dae1358ea34655b7a813376f6d035125bbfe7410db2da57b1e4478de20f,73,1,73,3,train
20150527161214Mh,train,2015-05-27 16:12:14,Mh,265a3ca4722c39895d0b7de866356376c4c6867eb8dadb855b50a71b76245158,34638641b5de209df54399d22b8385b1c3564a0459671e8e566438cddebaee43,73,2,73,3,train
20150531082034Lh,train,2015-05-31 08:20:34,Lh,f73a8edd3422de2ac4d7fc4023564f050db653069cb58a9eb010bb216002cfda,985b25e008db49ee99c115137ca15f01394a273849daa1e94ffe75dcc5677e6a,73,2,73,3,train
20150610082014Th,train,2015-06-10 08:20:14,Th,3f80dedec3f6e897040df1340ae3f870a90b9cc6aad040cf30972b2fc259a04c,b1c8e32a0ee23cec261a38008a73fda2964c23f3c1ead5d3239d4613dba58365,73,2,73,3,train
20150614162514Mh,train,2015-06-14 16:25:14,Mh,b56248526072b05b79a36548888c7781e2bba9d9773bff6a348a11d5e368c3a2,d516e0325b92e691c8edb7c79ae5838709dabca94b000f3d15a924341203a451,73,3,73,3,train
20150615133554Bh,train,2015-06-15 13:35:54,Bh,2f1765dc134211cb172b1588610a0bfa8928ce2c0dc1839a45e30d7bfbfdfdbb,6fbf3b44087489f965cdaf42a151745ef3eed598c5f4c8e83cad70a3ea438b00,73,1,73,3,train
20150617161314Mh,train,2015-06-17 16:13:14,Mh,802515c7aadef046ac7bb716be8745b9b2facafbb603b8abd6fd1c9ba1b872d7,fb07ccd8e3ba24c12d3eac07aab70c27f80ee5d5d8096959619c54b36cc54bd7,73,2,73,3,train
20150620082014Th,train,2015-06-20 08:20:14,Th,eba4ba416dcbf5e8399609d09860263ffcb98e17eaeef2308f2651545bcb317c,5c2fb722ae90e63f42871dc04173d3ccc15135a7545bab0f464f6b43fa8f5440,73,1,73,3,train
20150621161314Mh,train,2015-06-21 16:13:14,Mh,f057f6313a92eb7e3c13f0f9348fc57cf8f69b399cdfdbedd821f8df22ceaef7,6aed61c04bdc201a845ee2ec2e698723228c14d8e4fd442e19741035c63ee952,73,1,73,3,train
20150625082014Th,train,2015-06-25 08:20:14,Th,fa9a500159b144c86b2b4b1165e4e8cb83b262c0f59c9a1425be9d0ce476dbfb,1e5a04b65d0563da281e22f797e952fbf07214cf56fdc09da2077461e187d60a,74,1,74,2,train
20150625082034Lh,train,2015-06-25 08:20:34,Lh,9b889c0bf0b2bda56252257dd851814198deca6312fd90cdcf9113e9f0e1e9a4,48707ba43765dc943629c9ddfc4517e11018155d2c1301470da1b9b78bc4f562,74,3,74,2,train
20150626161514Mh,train,2015-06-26 16:15:14,Mh,0563188c95529fdb841fc404e372e9f2f927052e0c9388501a838f6078163e77,023428ff936b037d228a17dcffae6da4bb9ca70db53f9b553e29b35593239210,74,2,74,2,train
20150627133754Bh,train,2015-06-27 13:37:54,Bh,ac407fa195a226a393ef6329f8b4b0983845a2c1de569295f4a4720f78aa0ae0,c08c582ea7ac768b87ec2dc73b20a6ceffa7def310c59f485b6061bfcbe00e73,74,1,74,2,train
20150629161614Mh,train,2015-06-29 16:16:14,Mh,e0ffe12101e2fa48603e41a45e72554e123ef8fd36c54e812f8b9500f0c9ec80,2bd158e05e6e09802e656c2217a4b04a3d889853af719ea85122e0cc7869f3e1,74,1,74,2,train
20150630083214Th,train,2015-06-30 08:32:14,Th,144d83aade04512b6462b07f5c2d7bba31a0dcfda7c2d58ba89b09cd268362a0,bb8d403813d09c611e6a56734ef41d77d343f23bdddc1c81706682194597c578,74,1,74,2,train
20150706083014Th,train,2015-07-06 08:30:14,Th,11e7c930da8035b1abbaa4a08ac0b4c33605be9efb3eecc8e450d192a9eb5636,a562e4a3726893f29b92feb604dbafb1e61dad1f89016d3f012a8fde5c0350c9,74,2,74,2,train
20150716162114Mh,train,2015-07-16 16:21:14,Mh,c215cb5d14ec68129cacc03ecfbdc6631c8982d083a2b1617f6a6aa3c56b835e,56dade574a7be74108c76618afbd185c06b2df855bfde70ff6429531eb11ab57,74,2,74,2,train
20150718082014Th,train,2015-07-18 08:20:14,Th,8fd1f6811ca496331e10875d61ccd6a2cba07b4da1c8437c776ea8766181e6fd,10cd2a02af15bb440360922df2d02a72c4d4698530d42dc76e7c7bd59fb10829,74,1,74,2,train
20150719182314Mh,train,2015-07-19 18:23:14,Mh,f69ebdf0014044ec4ad3e9ee935060b57c647ed889452d4434a16f0822c44486,2fc1de0b2209b31a125e83f52590b5d2cfc3d23e1994b4bd30f3dd4fdafa55fe,75,1,75,0,train
20150720082014Th,train,2015-07-20 08:20:14,Th,361dc0eab1e7e8984dfd5f7c4f4dec6acbae3e7dc4709e314ac37c76fdef8581,1f3c09bd3bb5b904eba131111d8bcb0afece6ea320c0a85c6f022215f82219b0,75,2,75,0,train
20150727082014Th,train,2015-07-27 08:20:14,Th,a514876bc4b3569e084a9302354078b18d5ab0132ab5340ff0cf4ce98d3d7797,1d669f87af44220d730b289e280ffe08884c614cd73b6f12c7746c9b292bd91e,75,2,75,0,train
20150731082034Lh,train,2015-07-31 08:20:34,Lh,aab0d623172acd898b47ca5b1db61b6d033bfe1f94d1c84ff20ecc9d13e9ca3c,75c60519656ca591cdd4183cea19936dd687ee851c0f925ff18a6062b2910d32,75,3,75,0,train
20150806082034Lh,train,2015-08-06 08:20:34,Lh,97aa65f1faa280052e2ce08ea689efd1f3a443efff98a6c986977a72c7f6c948,aded24aa4edf799d1cacb9912fc327b345121c39dd2d471e02de88aab04fd405,75,2,75,0,train
20150819082014Th,train,2015-08-19 08:20:14,Th,2053d3ea4121d45e4759ba06d560e8439396bddcaa3f6aa798842a412a9055fb,c8e266be3614ac7f0f61a3254774681590f037f10d6dcbc0a3baa286a50e7133,76,3,76,1,train
20150820152254Bh,train,2015-08-20 15:22:54,Bh,31e3ace3805d10955b34b16b5d1d5a91164f823ae81bcac4d86b4a8131c524ed,cfe06c059dfeca512020dd4364a30f3f3c8011d6ba53784d4f6ab66a0d766118,76,1,76,1,train
20150825082034Lh,train,2015-08-25 08:20:34,Lh,8dc17c77f584b07ce6cff75bb2f3e30ae35642cd48c7112813abfc4c320cd63a,0b395ebc02e528f64884db271f632da2a7ad6b6d14042c8c9adb74f7ad9c7b61,76,3,76,1,train
20150830084134Lh,train,2015-08-30 08:41:34,Lh,1cad488cf6f3cddbb0383eb7da2d4a1db044c248c2057e61a825e25ca4a99893,87fea75a93429bf15f63a4b71f75270f99c723a12d78f6a92f4912280716d581,76,1,76,1,train
20150913082014Th,train,2015-09-13 08:20:14,Th,82eb5317325c4a313b5b819fc68d5e3a54a4581204dd983ba1a2f66ecacfdef2,3dd3f422c6536bef0f03eed2f5633957177f976f85a14c3e55a465141de94d2a,77,1,77,3,train
20150916055454Uh,train,2015-09-16 05:54:54,Uh,5ba594b7c148956fc76d96b357dc5e6d93188063fd86158c657a6de552b41031,0a2815f294eb649708c7b4282098c5b4e85b21f4ecbabb48eb61603647250bd7,77,1,77,3,train
20150919165814Mh,train,2015-09-19 16:58:14,Mh,51b887829f68eca5ec9cfc99e921aa6ef2adf7ccbab51b7d4c2495b220941dfb,000de9dc135ee5e22b3bb249e555a4ba346c75182c59e73e7c67281783065b77,77,1,77,3,train
20150926111934Ch,train,2015-09-26 11:19:34,Ch,bf8886981ae60b6420d5146caf840b606f3d1ca24a42134498bee2d8c5ad34cb,3b027e78d61c7bf4a1713ff81e0857e9542e338025132fa835ec31368f7c3bd5,77,1,77,3,train
20150927111834Ch,train,2015-09-27 11:18:34,Ch,c3046373434559727234d9bb443a52b20f25063094fe952d7a0869b9e2aa97aa,f25a4a11848e8606d48d89d1883241edea4e31551495f42223bacec40982f026,77,3,77,3,train
20151011144554Bh,train,2015-10-11 14:45:54,Bh,969365bab628939ca4f640ff12a0cdb5f7614311c8c12fc6391772b28f048ac2,af90e8ef483807686f379768d8ecb74ee08409814519e2260ab986ae591cb997,78,1,78,2,train
20151013144654Bh,train,2015-10-13 14:46:54,Bh,22cfde43d6cc5aa247dc9bcd50b262ff2077678d200878a8227bea9dd7158243,3743157c9151e22752d7d6d45bebcaa2d51e962a3dc64b367fd36f5e11e9ffe6,78,1,78,2,train
20151019223534Lh,train,2015-10-19 22:35:34,Lh,a3ae63a824b3b3ebfba0f55cf8789aab9b1e36b9030440bb50b9c1ec43a2e050,b27bc8998e0474a6e209d995d5975e8d1b2b35d18603b8207e7f2f1c0dc04495,78,1,78,2,train
20151105133734Ch,train,2015-11-05 13:37:34,Ch,add9ca88be7b44bc2a2e039c91a49dcb34746a88cd3742bc5ca93d1e08b0023d,418e509dc7859ec502c7d00ec5e3daecca4ca347e7a382c5197f03c8a2254056,79,1,79,2,train
20151106171514Mh,train,2015-11-06 17:15:14,Mh,25315ecaeeb175d67882538e9eeae879f656ace960fe915e4ae8fde30b8b31a7,19878f2706c161c15df6608c48e5ab93a597e0020139a97ae35a704a8fb1e8df,79,1,79,2,train
